etid,name,hv,cat,desc,datasheet
,CD4046,0,CMOS 4000 Series Logic Gates,PHASE-LOCKED LOOP WITH VCO,
,CD4047,0,CMOS 4000 Series Logic Gates,MONOSTABLE/ASTABLE MULTIVIBRATOR,
,CD4048,0,CMOS 4000 Series Logic Gates,3-STATE MULTIFUNCTIONAL EXPANDABLE 8-INPUT GATE (TRI-STATE OUTPUT),
,CD4049,0,CMOS 4000 Series Logic Gates,HEX INVERTER,
,CD4050,0,CMOS 4000 Series Logic Gates,HEX BUFFER/CONVERTER (NON-INVERTING),
,CD4051,0,CMOS 4000 Series Logic Gates,8-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
,CD4052,0,CMOS 4000 Series Logic Gates,DUAL 4-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
,CD4053,0,CMOS 4000 Series Logic Gates,TRIPLE 2-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
,CD4054,0,CMOS 4000 Series Logic Gates,4-SEGMENT LCD DRIVER,
,CD4055,0,CMOS 4000 Series Logic Gates,"BCD TO 7-SEGMENT DECODER/LCD DRIVER WITH ""DISPLAY-FREQUENCY"" OUTPUT",
,CD4056,0,CMOS 4000 Series Logic Gates,BCD TO 7-SEGMENT DECODER/LCD DRIVER WITH STROBED-LATCH FUNCTION,
,CD4059,0,CMOS 4000 Series Logic Gates,PROGRAMMABLE DIVIDE-BY-N COUNTER,
,CD4060,0,CMOS 4000 Series Logic Gates,14-STAGE BINARY RIPPLE COUNTER AND OSCILLATOR,
,CD4062,0,CMOS 4000 Series Logic Gates,LOGIC DUAL 3 MAJORITY GATE,
,CD4063,0,CMOS 4000 Series Logic Gates,4-BIT DIGITAL COMPARATOR,
,CD4066,0,CMOS 4000 Series Logic Gates,"QUAD ANALOG SWITCH (LOW ""ON"" RESISTANCE)",
,CD4067,0,CMOS 4000 Series Logic Gates,16-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER (1-OF-16 SWITCH),
,CD4068,0,CMOS 4000 Series Logic Gates,8-INPUT NAND GATE,
,CD4069,0,CMOS 4000 Series Logic Gates,HEX INVERTER,
,CD4070,0,CMOS 4000 Series Logic Gates,QUAD 2-INPUT XOR GATE,
,CD4071,0,CMOS 4000 Series Logic Gates,QUAD 2-INPUT OR GATE,
,CD4072,0,CMOS 4000 Series Logic Gates,DUAL 4-INPUT OR GATE,
,CD4073,0,CMOS 4000 Series Logic Gates,TRIPLE 3-INPUT AND GATE,
,CD4075,0,CMOS 4000 Series Logic Gates,TRIPLE 3-INPUT OR GATE,
,CD4076,0,CMOS 4000 Series Logic Gates,QUAD D-TYPE REGISTER WITH TRI-STATE OUTPUTS,
,CD4077,0,CMOS 4000 Series Logic Gates,QUAD 2-INPUT XNOR GATE,
,CD4078,0,CMOS 4000 Series Logic Gates,8-INPUT NOR/OR GATE,
,CD4081,0,CMOS 4000 Series Logic Gates,QUAD 2-INPUT AND GATE,
,CD4082,0,CMOS 4000 Series Logic Gates,DUAL 4-INPUT AND GATE,
,CD4085,0,CMOS 4000 Series Logic Gates,"DUAL 2-WIDE, 2-INPUT AND/OR INVERT (AOI)",
,CD4086,0,CMOS 4000 Series Logic Gates,"6-WIDE AND-NOR, EXPANDABLE 4-WIDE, 2-INPUT AND/OR INVERT (AOI)",
,CD4089,0,CMOS 4000 Series Logic Gates,BINARY RATE MULTIPLIER,
,CD4093,0,CMOS 4000 Series Logic Gates,QUAD 2-INPUT SCHMITT TRIGGER NAND GATE,
,CD4094,0,CMOS 4000 Series Logic Gates,8-STAGE SHIFT-AND-STORE BUS,
,CD4095,0,CMOS 4000 Series Logic Gates,GATED J-K FLIP-FLOP (NON-INVERTING),
,CD4096,0,CMOS 4000 Series Logic Gates,GATED J-K FLIP-FLOP (INVERTING AND NON-INVERTING),
,CD4097,0,CMOS 4000 Series Logic Gates,DIFFERENTIAL 8-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
,CD4098,0,CMOS 4000 Series Logic Gates,DUAL ONE-SHOT MONOSTABLE,
,CD4099,0,CMOS 4000 Series Logic Gates,8-BIT ADDRESSABLE LATCH,
,CD4104,0,CMOS 4000 Series Logic Gates,QUAD LOW-TO-HIGH VOLTAGE TRANSLATOR WITH TRI-STATE OUTPUTS,
,CD4106,0,CMOS 4000 Series Logic Gates,HEX SCHMITT TRIGGER,
,CD4160,0,CMOS 4000 Series Logic Gates,PROGRAMMABLE DECADE COUNTER WITH ASYNCHRONOUS CLEAR,
,CD4161,0,CMOS 4000 Series Logic Gates,4-BIT BINARY COUNTER WITH ASYNCHRONOUS CLEAR,
,CD4162,0,CMOS 4000 Series Logic Gates,DECADE COUNTER WITH SYNCHRONOUS CLEAR,
,CD4163,0,CMOS 4000 Series Logic Gates,"PROGRAMMABLE DECADE COUNTER, 4-BIT BINARY COUNTER WITH SYNCHRONOUS CLEAR",
,CD4174,0,CMOS 4000 Series Logic Gates,HEX D-TYPE FLIP-FLOP,
,CD4175,0,CMOS 4000 Series Logic Gates,QUAD D-TYPE FLIP-FLOP,
,CD4192,0,CMOS 4000 Series Logic Gates,PRESETTABLE UP-DOWN COUNTER,
,CD4402,0,CMOS 4000 Series Logic Gates,DUAL 4 INPUT EXPANDABLE NOR,
,CD4404,0,CMOS 4000 Series Logic Gates,8-STAGE BINARY COUNTER,
,CD4412,0,CMOS 4000 Series Logic Gates,DUAL 4 INPUT EXPANDABLE NAND,
,CD4416,0,CMOS 4000 Series Logic Gates,QUAD ANALOG SWITCH,
,CD4426,0,CMOS 4000 Series Logic Gates,BCD COUNTER WITH 7-SEGMENT DECODER,
,CD4441,0,CMOS 4000 Series Logic Gates,QUAD BUFFER,
,CD4446,0,CMOS 4000 Series Logic Gates,PHASE-LOCKED LOOP,
,CD4449,0,CMOS 4000 Series Logic Gates,HEX INVERTER,
,CD4500,0,CMOS 4000 Series Logic Gates,INDUSTRIAL CONTROL UNIT,
,CD4502,0,CMOS 4000 Series Logic Gates,STROBED HEX INVERTING BUFFER (TRI-STATE),
,CD4503,0,CMOS 4000 Series Logic Gates,HEX NON-INVERTING BUFFER WITH TRI-STATE OUTPUTS,
,CD4504,0,CMOS 4000 Series Logic Gates,HEX VOLTAGE LEVEL SHIFTER FOR TTL-TO-CMOS OR CMOS-TO-CMOS OPERATION,
,CD4505,0,CMOS 4000 Series Logic Gates,"64-BIT, 1-BIT PER WORD RANDOM ACCESS MEMORY (RAM)",
,CD4508,0,CMOS 4000 Series Logic Gates,DUAL 4-BIT LATCH WITH TRI-STATE OUTPUTS,
,CD4510,0,CMOS 4000 Series Logic Gates,PRESETTABLE 4-BIT BCD UP/DOWN COUNTER,
,CD4511,0,CMOS 4000 Series Logic Gates,BCD TO 7-SEGMENT LATCH/DECODER/DRIVER,
,CD4512,0,CMOS 4000 Series Logic Gates,8-INPUT MULTIPLEXER (DATA SELECTOR) WITH TRI-STATE OUTPUT,
,CD4513,0,CMOS 4000 Series Logic Gates,BCD TO 7-SEGMENT LATCH/DECODER/DRIVER (4511 PLUS RIPPLE BLANKING),
,CD4514,0,CMOS 4000 Series Logic Gates,1-OF-16 DECODER/DEMULTIPLEXER ACTIVE HIGH OUTPUT,
,CD4515,0,CMOS 4000 Series Logic Gates,1-OF-16 DECODER/DEMULTIPLEXER ACTIVE LOW OUTPUT,
,CD4516,0,CMOS 4000 Series Logic Gates,PRESETTABLE 4-BIT BINARY UP/DOWN COUNTER,
,CD4517,0,CMOS 4000 Series Logic Gates,DUAL 64-STAGE SHIFT REGISTER,
,CD4518,0,CMOS 4000 Series Logic Gates,DUAL BCD UP COUNTER,
,CD4519,0,CMOS 4000 Series Logic Gates,QUAD 2-INPUT MULTIPLEXER (DATA SELECTOR),
,CD4520,0,CMOS 4000 Series Logic Gates,DUAL 4-BIT BINARY UP COUNTER,
,CD4521,0,CMOS 4000 Series Logic Gates,24-STAGE FREQUENCY DIVIDER,
,CD4522,0,CMOS 4000 Series Logic Gates,PROGRAMMABLE BCD DIVIDE-BY-N COUNTER,
,CD4526,0,CMOS 4000 Series Logic Gates,PROGRAMMABLE 4-BIT BINARY DOWN COUNTER,
,CD4527,0,CMOS 4000 Series Logic Gates,BCD RATE MULTIPLIER,
,CD4528,0,CMOS 4000 Series Logic Gates,DUAL RETRIGGERABLE MONOSTABLE MULTIVIBRATOR WITH RESET,
,CD4529,0,CMOS 4000 Series Logic Gates,DUAL 4-CHANNEL ANALOG DATA SELECTOR/MULTIPLEXER,
,CD4530,0,CMOS 4000 Series Logic Gates,DUAL 5-INPUT MAJORITY LOGICAL GATE,
,CD4531,0,CMOS 4000 Series Logic Gates,12-BIT PARITY TREE,
,CD4532,0,CMOS 4000 Series Logic Gates,8-BIT PRIORITY ENCODER,
,CD4536,0,CMOS 4000 Series Logic Gates,PROGRAMMABLE TIMER,
,CD4538,0,CMOS 4000 Series Logic Gates,DUAL RETRIGGERABLE PRECISION MONOSTABLE MULTIVIBRATOR,
,CD4539,0,CMOS 4000 Series Logic Gates,DUAL 4-INPUT MULTIPLEXER,
,CD4541,0,CMOS 4000 Series Logic Gates,PROGRAMMABLE TIMER,
,CD4543,0,CMOS 4000 Series Logic Gates,BCD TO 7-SEGMENT LATCH/DECODER/DRIVER WITH PHASE INPUT,
,CD4551,0,CMOS 4000 Series Logic Gates,QUAD 2-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
,CD4553,0,CMOS 4000 Series Logic Gates,3-DIGIT BCD COUNTER,
,CD4555,0,CMOS 4000 Series Logic Gates,DUAL 1-OF-4 DECODER/DEMULTIPLEXER ACTIVE HIGH OUTPUT,
,CD4556,0,CMOS 4000 Series Logic Gates,DUAL 1-OF-4 DECODER/DEMULTIPLEXER ACTIVE LOW OUTPUT,
,CD4557,0,CMOS 4000 Series Logic Gates,1-TO-64 BIT VARIABLE LENGTH SHIFT REGISTER,
,CD4558,0,CMOS 4000 Series Logic Gates,"BCD TO 7-SEGMENT DECODER (ENABLE, RBI AND PROVIDES ACTIVE–HIGH OUTPUT)",
,CD4560,0,CMOS 4000 Series Logic Gates,NBCD ADDER,
,CD4562,0,CMOS 4000 Series Logic Gates,128–BIT STATIC SHIFT REGISTER,
,CD4566,0,CMOS 4000 Series Logic Gates,INDUSTRIAL TIME-BASE GENERATOR,
,CD4569,0,CMOS 4000 Series Logic Gates,"PROGRAMMABLE DIVIDE-BY-N, DUAL 4-BIT BINARY/BCD DOWN COUNTER",
,CD4572,0,CMOS 4000 Series Logic Gates,"HEX GATE : QUAD NOT, SINGLE NAND, SINGLE NOR",
,CD4583,0,CMOS 4000 Series Logic Gates,DUAL SCHMITT TRIGGER,
,CD4584,0,CMOS 4000 Series Logic Gates,HEX INVERTING SCHMITT TRIGGER,
,CD4585,0,CMOS 4000 Series Logic Gates,4-BIT DIGITAL COMPARATOR,
,CD4724,0,CMOS 4000 Series Logic Gates,8-BIT ADDRESSABLE LATCH,
,CD4750,0,CMOS 4000 Series Logic Gates,FREQUENCY SYNTHESIZER,
,CD4751,0,CMOS 4000 Series Logic Gates,UNIVERSAL DIVIDER,
,CD4794,0,CMOS 4000 Series Logic Gates,8-STAGE SHIFT-AND-STORE REGISTER LED DRIVER,
,CD4894,0,CMOS 4000 Series Logic Gates,12-STAGE SHIFT-AND-STORE REGISTER LED DRIVER,
,CD4938,0,CMOS 4000 Series Logic Gates,DUAL RETRIGGERABLE PRECISION MONOSTABLE MULTIVIBRATOR WITH RESET,
,CD4952,0,CMOS 4000 Series Logic Gates,8-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
,CD40098,0,CMOS 4000 Series Logic Gates,HEX 3-STATE INVERTING BUFFER,
,CD40100,0,CMOS 4000 Series Logic Gates,32-BIT LEFT/RIGHT SHIFT REGISTER,
,CD40101,0,CMOS 4000 Series Logic Gates,9-BIT PARITY GENERATOR/CHECKER,
,CD40102,0,CMOS 4000 Series Logic Gates,PRESETTABLE 2-DECADE BCD DOWN COUNTER,
,CD40103,0,CMOS 4000 Series Logic Gates,PRESETTABLE 8-BIT BINARY DOWN COUNTER,
,CD40104,0,CMOS 4000 Series Logic Gates,4-BIT BIDIRECTIONAL PARALLEL-IN/PARALLEL-OUT SHIFT REGISTER (TRI-STATE),
,CD40105,0,CMOS 4000 Series Logic Gates,4-BIT X 16 WORD FIFO REGISTER,
,CD40106,0,CMOS 4000 Series Logic Gates,HEX INVERTING SCHMITT TRIGGER-(NOT GATES),
,CD40107,0,CMOS 4000 Series Logic Gates,DUAL 2-INPUT NAND BUFFER/DRIVER,
,CD40108,0,CMOS 4000 Series Logic Gates,4X4-BIT (TRI-STATE) SYNCHRONOUS TRIPLE-PORT REGISTER FILE,
